  apex.x  apex.y  apex.z  axis.x  axis.y  axis.z  cosHalfAngle          E0        Edpst   history_number
    4.93    1.94    1.47   -0.62   -0.57   -0.02  -0.64128072   0.66100001   0.44934900         7306
    0.62    3.53   -0.44   -0.59    0.47    0.16   0.24988503   0.66100001   0.32551900         7314
    3.21    5.05   -0.88   -0.70    0.25   -0.65   0.47476908   0.66100001   0.26740900         7352
    3.14    1.54   -0.16   -0.20    0.36    0.37   0.65056655   0.66100001   0.20576800         7388
    3.53    3.34   -0.44   -0.40   -0.68    0.79  -0.55808001   0.66100001   0.44179500         7454
    2.83    1.52    1.37   -0.28    0.21    0.02   0.75387797   0.66100001   0.15962300         7457
    5.11    1.40   -0.14   -0.65    0.95    0.07   0.74843164   0.66100001   0.16228800         7492
    0.86    2.56    1.70    0.01    0.02   -0.01  -0.81050311   0.66100001   0.46321200         7547
    1.69    2.06   -0.68   -0.20    0.08    0.77   0.59126766   0.66100001   0.22861000         7599
    1.02    1.73   -0.48   -0.19   -0.04    0.26  -0.15043285   0.66100001   0.39533900         7606
    5.28    2.53   -0.25   -1.09    0.79    0.08   0.48413829   0.66100001   0.26454800         7631
    5.77    2.43   -0.26   -0.19   -0.07    0.05  -0.49577108   0.66100001   0.43577500         7677
    6.49    1.84    1.13    0.31   -0.25    0.41  -0.24976190   0.66100001   0.40838400         7685
    5.37    1.37    1.15    0.80    0.23   -1.16   0.21180282   0.66100001   0.33370200         7713
    4.60    2.83   -0.13   -1.40    0.11   -0.42   0.07232861   0.66100001   0.36054300         7749
    5.20    3.87   -1.26    0.23    0.60    1.25   0.31004057   0.66100001   0.31172500         7801
    6.15    2.39    1.47   -0.13   -0.28   -0.91  -0.70383203   0.66100001   0.45469400         7848
    7.30    2.84    0.43    0.13    0.32   -0.10   0.95198708   0.66100001   0.03865200         7961
    1.97    4.49    1.35   -0.76    0.35   -0.47   0.36928283   0.66100001   0.29698500         7982
    7.44    3.37    1.66    0.04    0.29   -1.19  -0.13806654   0.66100001   0.39362000         8130
    2.02    3.37    1.19    0.30    0.25    0.30   0.45485132   0.66100001   0.27335600         8135
    4.32    1.75    0.88    0.17   -0.17   -0.06  -0.55628415   0.66100001   0.44162600         8203
    2.36    1.54   -1.02   -0.13    0.25   -0.10   0.92479472   0.66100001   0.05860200         8230
    3.74    2.69   -1.32    0.40    0.03    0.07   0.11277275   0.66100001   0.35322400         8284
    3.70    3.40   -1.26   -0.37    0.27   -0.13   0.58829194   0.66100001   0.22969600         8307
    5.48    2.40   -1.74   -0.71    0.53    0.60   0.29283847   0.66100001   0.31578400         8348
    3.83    2.74   -1.12    0.18    0.19   -0.20   0.67126273   0.66100001   0.19721700         8358
    1.86    2.91   -0.15    0.15    0.48    1.71   0.22682132   0.66100001   0.33052300         8412
    0.90    3.39   -1.59   -0.18   -0.23   -0.14  -0.61431071   0.66100001   0.44695800         8461
    4.33    3.48    0.78   -0.64    0.44   -0.69   0.27543336   0.66100001   0.31979600         8470
    6.72    2.39   -0.46   -1.04    2.05   -0.73   0.71332068   0.66100001   0.17881100         8488
    6.38    3.75   -0.59    0.79    0.00   -0.51   0.16505055   0.66100001   0.34321800         8492
    0.93    1.81    0.82    0.06    0.44   -0.04   0.04009820   0.66100001   0.36613100         8504
    2.43    1.59   -0.17   -0.57    1.21   -0.18   0.74413402   0.66100001   0.16437100         8555
    1.49    3.29   -0.51   -0.26    1.53    0.27   0.98441662   0.66100001   0.01306100         8573
    2.51    1.30   -0.28    0.14    3.12    1.81   0.85098470   0.66100001   0.10682200         8591
    2.26    3.72    1.15   -0.67    0.25   -0.13   0.43723866   0.66100001   0.27846700         8592
    5.78    1.84   -0.71   -0.20    0.51   -0.33   0.75602818   0.66100001   0.15856300         8639
    7.35    1.56    0.06   -0.75    0.00    0.40  -0.18536101   0.66100001   0.40007700         8644
    4.21    2.55    0.01   -0.42    0.41    0.54   0.44233850   0.66100001   0.27700100         8683
    3.45    1.80   -1.08    0.06   -0.11   -0.02  -0.90460658   0.66100001   0.47016300         8690
    4.26    1.41    0.58    0.87    1.41   -0.56   0.82589429   0.66100001   0.12150200         8697
    6.74    2.04    1.43   -0.45    0.41   -1.06   0.18574983   0.66100001   0.33907400         8702
    5.76    2.47    1.07    0.22    0.56   -1.56   0.30742631   0.66100001   0.31234800         8704
    6.21    2.10    0.53   -0.28    0.07    0.22   0.02505264   0.66100001   0.36866900         8713
    2.71    2.19    0.69   -0.48    2.22    0.77   0.95358169   0.66100001   0.03744100         8732
    4.89    3.48   -1.66   -0.11   -0.07    0.13  -0.41960074   0.66100001   0.42795100         8744
    2.82    1.99    0.84    0.24    0.47    0.45   0.97634656   0.66100001   0.01962400         8764
    3.56    2.69    1.30    0.02   -0.22   -0.18  -0.52374383   0.66100001   0.43851800         8769
    3.88    2.99   -0.42    1.14    0.06   -0.47   0.10128443   0.66100001   0.35533900         8776
    6.70    3.38    1.64   -0.51    0.49   -0.81   0.20708521   0.66100001   0.33468800         8781
    7.25    3.14    1.25   -1.70    0.70   -0.50   0.10700222   0.66100001   0.35429000         8802
    5.10    4.33   -0.05   -0.72    0.20    0.87   0.10656211   0.66100001   0.35437100         8915
    2.97    3.27    0.41   -0.02    0.18   -0.55   0.86987723   0.66100001   0.09523000         8965
    0.54    2.84    0.34    0.45    0.18   -0.10   0.22977271   0.66100001   0.32989100         8979
    7.20    4.29    1.39    0.01    0.18    0.11   0.89641387   0.66100001   0.07810400         8988
    3.69    1.89    1.49   -2.80    2.75   -0.31   0.68650289   0.66100001   0.19071200         9019
    5.67    1.63    1.45   -0.93    0.03   -0.77  -0.05688934   0.66100001   0.38175900         9034
    3.34    3.58    0.60   -0.20    1.20   -0.09   0.98524829   0.66100001   0.01237700         9041
    5.54    2.04    0.83   -0.48    1.52    0.45   0.87806371   0.66100001   0.09005500         9079
    3.62    2.69    0.92    0.28    0.34    0.39   0.42448016   0.66100001   0.28208600         9082
    4.61    1.64   -1.44    1.00    2.07   -0.14   0.92730927   0.66100001   0.05681100         9090
    0.48    1.84    0.69    1.04    0.40   -1.08   0.05454028   0.66100001   0.36365300         9177
    5.36    3.90   -0.46   -0.47   -0.06    0.19  -0.04027807   0.66100001   0.37920100         9189
    7.83    1.60    1.05    0.02    0.28   -0.73   0.29215639   0.66100001   0.31594300         9190
    7.12    1.69    0.60    0.36    0.23   -0.33   0.57624050   0.66100001   0.23403900         9204
    0.40    2.83    0.13    1.53    0.24   -0.10  -0.20829392   0.66100001   0.40309700         9216
    3.89    3.52   -0.05   -0.31   -0.39    0.07  -0.45847705   0.66100001   0.43201100         9295
    3.25    2.47    0.13    0.50    0.44   -0.04   0.63574133   0.66100001   0.21170200         9303
    1.92    1.68   -1.14   -1.02    0.48    0.90   0.32695386   0.66100001   0.30764000         9337
    5.07    2.67    1.43    0.18   -0.22    0.00  -0.90469077   0.66100001   0.47016900         9351
    3.62    2.37    1.48   -0.64   -0.85   -0.25  -0.62085357   0.66100001   0.44754300         9361
    5.12    4.59   -0.59    0.52   -1.01   -0.79  -0.87691762   0.66100001   0.46816900         9376
    3.78    1.70    1.66    0.01    0.58   -0.24   0.84929444   0.66100001   0.10783600         9401
    1.14    2.93    1.53    0.41   -0.38    0.05  -0.73158519   0.66100001   0.45698000         9425
    1.53    2.31    0.01    0.18   -0.15    0.89  -0.22709323   0.66100001   0.40552100         9449
    5.56    2.21   -0.21    0.82   -0.01   -0.38   0.18349824   0.66100001   0.33953000         9497
    5.87    2.96   -0.72    0.73    1.48   -0.06   0.95974206   0.66100001   0.03271800         9506
    1.95    2.40   -1.06    0.48    0.27   -0.07   0.41506153   0.66100001   0.28471400         9510
    4.86    1.90   -1.34   -0.27    0.32   -0.27   0.64699711   0.66100001   0.20721100         9542
    6.20    2.54   -1.43    0.09    0.13   -0.11   0.79155851   0.66100001   0.14037500         9544
    6.30    2.34   -0.76    0.93    1.57   -0.39   0.93490726   0.66100001   0.05133400         9545
    2.53    2.42   -0.86   -0.10   -0.54   -0.08  -0.89818170   0.66100001   0.46970400         9551
    3.89    1.85    1.06    1.52   -0.30   -0.64  -0.15536899   0.66100001   0.39601900         9652
    2.80    3.01   -0.59    1.28    2.00    1.05   0.70749324   0.66100001   0.18144800         9654
    7.94    2.25   -0.03   -0.15    1.57    0.40   0.87104428   0.66100001   0.09449800         9666
    5.69    1.85   -1.56    0.26    1.78    0.21   0.97523946   0.66100001   0.02051400         9670
    5.72    2.59    0.69   -1.36    2.36   -1.34   0.74749596   0.66100001   0.16274300         9734
    5.90    4.07   -1.18   -0.19    0.82   -0.15   0.91370307   0.66100001   0.06637700         9745
    4.36    1.47   -0.99   -0.18    0.44    0.15   0.50324090   0.66100001   0.25858400         9810
    6.21    1.51    1.19    0.41    0.35   -0.27   0.67259625   0.66100001   0.19665500         9816
    7.60    1.97   -1.64   -0.29    0.70    0.40   0.59563006   0.66100001   0.22700800         9828
    1.35    1.32    0.02    1.01    3.88    0.60   0.88377383   0.66100001   0.08638900         9853
    4.70    3.36   -0.56    0.49    1.91   -0.36   0.97420546   0.66100001   0.02134300         9874
    3.10    3.16   -0.26   -0.40    1.10    1.01   0.75154510   0.66100001   0.16076800         9916
    2.65    1.96   -1.68    1.24    2.36    0.39   0.81836634   0.66100001   0.12575600         9931
    2.38    1.93   -0.89    0.05    0.01   -0.01   0.08585077   0.66100001   0.35813500         9992
    6.76    3.63    1.09    0.09    0.85    0.37   0.94250092   0.66100001   0.04576000        10007
    7.67    1.62    0.14   -0.17    0.10   -0.03  -0.59981015   0.66100001   0.44565000        10055
    7.14    1.97    0.65   -0.78    0.99    0.08   0.55042513   0.66100001   0.24305400        10096
    1.42    2.03    0.39    0.07    0.14    0.27   0.40575559   0.66100001   0.28727500        10123
    0.84    1.98   -0.33    0.42    1.05   -0.29   0.79669520   0.66100001   0.13763600        10140
    7.23    4.54   -0.97    0.02   -0.29   -0.51  -0.74035669   0.66100001   0.45769200        10172
    4.72    2.48    0.18   -1.50    0.41   -0.80   0.21725510   0.66100001   0.33255500        10214
    6.66    2.39   -0.69    0.41    0.80    0.37   0.87326797   0.66100001   0.09309800        10234
    7.47    1.97    0.04    0.37    0.30   -0.20   0.78608542   0.66100001   0.14326200        10250
    4.30    2.34    0.20   -1.43    2.19    0.95   0.77002074   0.66100001   0.15155400        10271
    0.09    3.67    0.00    0.78    1.03    0.33   0.57837548   0.66100001   0.23327600        10292
    5.60    1.95    0.95    0.35    0.72   -0.38   0.82665914   0.66100001   0.12106600        10326
    6.34    3.15   -0.86    0.44   -0.58   -0.38  -0.54337010   0.66100001   0.44040300        10373
    6.28    3.51   -0.88   -0.28    0.95    0.19   0.84471951   0.66100001   0.11056200        10453
    6.40    3.08   -1.20   -0.38    0.40    0.27   0.44767117   0.66100001   0.27545600        10461
    6.48    3.29    0.19   -0.01    0.79    0.41   0.87566831   0.66100001   0.09157900        10483
    4.64    3.47   -1.75    0.25   -0.49    0.20  -0.56612615   0.66100001   0.44254900        10501
    3.89    1.80   -0.98   -0.06   -0.10   -0.30  -0.43672543   0.66100001   0.42975700        10529
    5.95    2.86    0.32   -1.08   -0.56   -1.80  -0.22059280   0.66100001   0.40468800        10535
    1.95    1.48   -1.29   -0.89    1.63    1.48   0.69058848   0.66100001   0.18893700        10537
    3.65    2.32   -0.30   -1.76    3.21    1.50   0.77177393   0.66100001   0.15066200        10593
    1.25    4.27    0.50   -0.07    0.27    0.20   0.83662827   0.66100001   0.11531800        10602
    6.32    4.22    0.72   -0.07    0.34   -0.15   0.88746353   0.66100001   0.08399500        10659
    6.22    3.42    0.83   -0.02    0.19   -0.35   0.36418550   0.66100001   0.29830200        10693
    4.11    5.24    0.95   -1.53   -0.29    0.50  -0.24892946   0.66100001   0.40828000        10723
    1.85    2.41   -1.05    0.52    2.87    0.13   0.93577386   0.66100001   0.05070300        10776
    7.18    2.89    1.53    0.08   -0.54    0.00  -0.78183936   0.66100001   0.46099300        10786
    2.13    3.12   -0.40   -0.53    0.57   -0.54   0.68589028   0.66100001   0.19097700        10800
    3.40    1.33    1.06   -0.32    0.26   -0.37   0.39888697   0.66100001   0.28914300        10816
    1.57    3.08   -0.69   -0.61   -0.89   -0.61  -0.34824661   0.66100001   0.42011200        10821
    5.31    3.01    1.53   -0.04   -0.17   -0.75  -0.24943365   0.66100001   0.40834300        10826
    3.42    3.18    0.97   -0.36    0.11   -0.17   0.24292486   0.66100001   0.32704500        10875
    3.45    2.66   -0.93   -0.54    0.53    0.96   0.34115710   0.66100001   0.30413500        10971
    6.44    2.61    0.27    0.20    0.67   -0.34   0.94799259   0.66100001   0.04166500        11009
    3.68    2.61   -1.69   -1.13    0.79    0.46   0.50367936   0.66100001   0.25844500        11033
    5.17    3.53    0.67   -0.06    0.40   -0.20   0.65901681   0.66100001   0.20231500        11075
    2.56    1.39    1.29    0.21    0.94    0.41   0.92392076   0.66100001   0.05922200        11078
    6.01    4.06   -1.45    0.77    1.15   -0.16   0.91372908   0.66100001   0.06635900        11094
    4.22    1.65    0.02   -1.81   -0.03    0.79  -0.09393651   0.66100001   0.38730000        11142
    6.46    2.86   -0.73    0.20    0.71    0.13   0.96739511   0.66100001   0.02675000        11162
    4.11    1.74    1.19    0.17    0.81    0.08   0.98336235   0.66100001   0.01392600        11219
    3.47    2.03   -0.75   -0.50    0.76   -0.28   0.82180533   0.66100001   0.12382100        11272
    0.46    2.06    1.42   -0.31    0.73   -0.10   0.96029445   0.66100001   0.03229100        11288
    3.75    3.28   -0.82   -0.08    1.46    1.02   0.76824361   0.66100001   0.15245500        11302
    6.88    1.89   -0.05   -0.10    1.40    1.63   0.62743909   0.66100001   0.21495800        11332
    4.29    4.06   -1.37   -0.44   -0.28   -0.01  -0.55391870   0.66100001   0.44140300        11341
    7.70    4.08   -0.64    0.03    0.37    1.07   0.26790763   0.66100001   0.32150200        11344
    3.63    3.09   -0.95   -1.59    1.09    2.20   0.32674921   0.66100001   0.30769000        11356
    1.03    1.40    1.23   -0.24    0.10    0.50   0.15135860   0.66100001   0.34590100        11386
    6.69    2.91    1.74   -1.99    2.51   -2.59   0.36678716   0.66100001   0.29763100        11415
    4.33    1.90   -1.72    1.49    1.66    0.88   0.69260264   0.66100001   0.18805700        11461
    0.48    2.34    1.68    0.42   -0.54   -0.34  -0.74372383   0.66100001   0.45796400        11486
    3.03    2.08   -0.96   -0.07    0.15    0.26   0.40735254   0.66100001   0.28683800        11503
    3.98    3.01    0.08    0.08   -0.03    0.00  -0.23129843   0.66100001   0.40605700        11516
    6.14    2.99    1.58    0.42    1.29   -0.04   0.97937224   0.66100001   0.01717900        11536
    7.67    2.43    1.32    0.06   -0.47    0.03  -0.78246544   0.66100001   0.46104200        11544
    2.68    1.82   -0.15    0.71    0.77   -1.53   0.45217985   0.66100001   0.27414000        11551
    6.40    3.96    0.80   -0.71    0.54   -0.30   0.44472537   0.66100001   0.27631100        11628
    2.71    2.67   -1.17    0.10   -0.10    0.72  -0.00058160   0.66100001   0.37289400        11637
    1.39    2.97    0.11    0.13    1.35   -0.26   0.94193894   0.66100001   0.04617600        11651
    4.72    1.88    0.02   -0.13    0.35    0.18   0.80153096   0.66100001   0.13503100        11668
    0.97    2.56   -1.61    0.75   -0.06   -0.09  -0.21377907   0.66100001   0.40380900        11751
    1.88    3.16    0.30    0.89   -0.07   -0.36  -0.29660942   0.66100001   0.41410200        11752
